city,auction_house,exhibition,image_url,artist,title,price,low_estimate,signature,size,created,auction_lot,auction_date,medium
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/539_1.jpg,Thomas Struth,DALLAS PARKING LOT,"$52,500","$35,000","$45,000",Signed on Label,"71.50"" x 99.25",2001,539,11/12/2015,c-print face-mounted to Plexiglas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/540_1.jpg,Chris (Christopher) Ofili,I. UNTITLED II. UNTITLED [TWO WORKS],"$60,000","$15,000","$20,000",Signed and Dated,Dimensions not available,not given,540,11/12/2015,Watercolor / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/541_1.jpg,Gavin Turk,BAG 7,-not sold-,"$55,000","$75,000",Signed Initials,"16.50"" x 23.50"" x 20.50",2001,541,11/12/2015,Bronze
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/542_1.jpg,Damien Hirst,SACCHAROPINE DEHYDROGENASE,"$370,000","$300,000","$400,000",Signed and Titled,"31.00"" x 39.00",2009,542,11/12/2015,household gloss / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/545_1.jpg,Tony Cragg,FAT BRONZE HEAD,"$112,500","$60,000","$80,000",Stamped,"24.00"" x 22.00"" x 15.00",2002,545,11/12/2015,Bronze
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/546_1.jpg,Marc Quinn,NANGA PARBAT NURSERIES,"$143,750","$80,000","$120,000",Signed and Titled,"66.50"" x 106.50",2009,546,11/12/2015,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/547_1.jpg,Damien Hirst,DIMYRISTIN,-not sold-,"$300,000","$400,000",Signed and Titled,"63.00"" x 69.00",2007,547,11/12/2015,household gloss / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/548_1.jpg,Rachel Whiteread,UNTITLED,-not sold-,"$10,000","$15,000",Signed and Dated,"22.00"" x 15.00",2004,548,11/12/2015,Collage and graphite / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/550_1.jpg,Hayv Kahraman,PERSIAN COUPLE 2,"$68,750","$40,000","$60,000",Signed,"42.00"" x 68.00",2009,550,11/12/2015,Oil / Linen
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/551_1.jpg,Francesco Vezzoli,CRYING PORTRAIT OF WILHELMINA AS A RENAISSANCE MADONNA WITH HOLY CHILD (AFTER LEONARDO),-not sold-,"$100,000","$150,000",Signed Initials,"84.00"" x 53.00"" x 5.00",2010,551,11/12/2015,"inkjet print on canvas, cotton and metallic embroidery, fabric, custom jewelry, watercolors and make-up in artist's frame"
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/552_1.jpg,Jonathan Meese,"HAGEN VON TRONJE'S PRIVATARMEE ""SCHEWINCHEN DICK DE MONOKELTENNONON"" ZUCKERPUPPE AM MDCHEN ""KOLIBRI","$30,000","$20,000","$30,000",Signed Initials,"78.75"" x 118.75",2004,552,11/12/2015,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/556_1.jpg,Barnaby Furnas,RESURRECTION YELLOW,"$8,750","$10,000","$15,000",Signed and Titled,"45.50"" x 36.13",2006,556,11/12/2015,urethane and dye / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/557_1.jpg,Dirk Skreber,UNTITLED (LOCOMOTIVE PICASSO),-not sold-,"$15,000","$20,000",Signed and Dated,"63.25"" x 63.25",1988,557,11/12/2015,Oil on synthetic fiber
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/558_1.jpg,John Currin,MAN ON HILLTOP,-not sold-,"$20,000","$30,000",Signed and Dated,"6.63"" x 9.13",1995,558,11/12/2015,Conte Crayon / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/559_1.jpg,Robert Gober,UNTITLED (TORSO),"$25,000","$30,000","$40,000",Signed and Dated,"13.88"" x 10.88",1989,559,11/12/2015,Pencil and pastel / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/562_1.jpg,Jeff Koons,INFLATABLE FLOWER (PINK),"$106,250","$100,000","$150,000",Signed and Dated,"36.00"" x 18.50",2000,562,11/12/2015,mirror-polished stainless steel with transparent color coating
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/567_1.jpg,Zhang Huan,SKULL NO. 15,-not sold-,"$30,000","$40,000",Signed and Dated,"39.25"" x 59.25",2007,567,11/12/2015,"incense, ash, charcoal and resin / Canvas"
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/568_1.jpg,Pei-Ming Yan,SELF PORTRAIT AT FOUR AGES (4),"$162,500","$80,000","$120,000",Signed and Titled,Dimensions not available,2006,568,11/12/2015,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/569_1.jpg,Stanley Casselman,LUMINOR-1-35,"$31,250","$40,000","$60,000",Signed and Titled,"88.00"" x 78.00",2014,569,11/12/2015,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/571_1.jpg,Chris Succo,THE VERY IDEA OF FICTION,"$35,000","$10,000","$15,000",Signed Initials,"67.25"" x 55.75",2013,571,11/12/2015,"Oil , lacquer, linen, adhesive / Canvas"
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/574_1.jpg,Gabriel Orozco,"UNTITLED ""FROM THE FLAG SERIES'","$93,750","$22,000","$28,000",Signed and Dated,"20.75"" x 30.50",2003,574,11/12/2015,Acrylic / Cardboard
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/575_1.jpg,Bosco Sodi,UNTITLED,"$50,000","$40,000","$60,000",Signed on Reverse,"74.00"" x 74.00",2013,575,11/12/2015,Mixed Media / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/577_1.jpg,Christian Rosa,DUI,"$30,000","$10,000","$15,000",Signed and Dated,"78.75"" x 98.88",2013,577,11/12/2015,"Pencil l, spray paint, oil stick and oil / Canvas"
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/578_1.jpg,Lucien E Smith,THE WALKIN' BLUES,-not sold-,"$50,000","$70,000",Signed on Overlap,"108.00"" x 84.00",2012,578,11/12/2015,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/579_1.jpg,Charles Hossein Zenderoudi,IRIS,"$56,250","$50,000","$70,000",Signed and Dated,"60.63"" x 57.13",2007,579,11/12/2015,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/580_1.jpg,Bernard Frize,ABRAHAM,"$37,500","$30,000","$50,000",Signed and Titled,"87.00"" x 74.00",2004,580,11/12/2015,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/584_1.jpg,Nate Lowman,THE AWESOME ONE,-not sold-,"$50,000","$70,000",Signed and Dated,"33.00"" x 24.00",2012,584,11/12/2015,"Oil , mixed pigments, dirt and dental floss / Canvas"
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/585_1.jpg,Mark Flood,GLITCH B,-not sold-,"$30,000","$50,000",Signed and Dated,"109.00"" x 84.63",2013,585,11/12/2015,Ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/586_1.jpg,Jacob Kassay,AUTOTRUST,-not sold-,"$40,000","$60,000",Signed and Titled,"35.00"" x 22.00",2014,586,11/12/2015,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/588_1.jpg,Nathan Hylden,UNTITLED,-not sold-,"$18,000","$22,000",Signed and Dated,"77.50"" x 57.00",2011,588,11/12/2015,Acrylic / Aluminum
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/590_1.jpg,Jeff Koons,DOM PRIGNON BALLOON VENUS,"$68,750","$20,000","$25,000",Stamped,"24.38"" x 12.75"" x 13.88",2013,590,11/12/2015,polyurethane resin
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/591_1.jpg,Enoc Perez,"DORADO HILTON, DORADO, PUERTO RICO",-not sold-,"$150,000","$200,000",Signed and Titled,"80.00"" x 100.00",2011,591,11/12/2015,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/593_1.jpg,Wangechi Mutu,UNTITLED (FEMALE IN FISHNET),"$37,500","$30,000","$40,000",Signed,"24.00"" x 16.88",2005,593,11/12/2015,"Acrylic , sequins and printed collage on Mylar"
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/597_1.jpg,Richard Artschwager,DESCENT OF ZED,-not sold-,"$80,000","$120,000",Signed and Titled,"56.00"" x 42.00",1989,597,11/12/2015,Acrylic on Celotex
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/600_1.jpg,Greg Bogin,JOUR SANS,-not sold-,"$10,000","$15,000",Signed and Titled,"48.00"" x 47.00",2014,600,11/12/2015,synthetic paint and urethane / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/602_1.jpg,Bosco Sodi,UNTITLED,"$31,250","$25,000","$35,000",Signed and Dated,"48.50"" x 48.50",2015,602,11/12/2015,Mixed Media / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/609_1.jpg,Francesco Vezzoli,THE CRYING READER (AFTER JEAN-HONOR FRAGONARD),"$32,500","$18,000","$25,000",Signed,"11.75"" x 8.63",2015,609,11/12/2015,cotton and metallic embroidery on canvas in XVIII century frame
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/610_1.jpg,John Currin,DRAPED FIGURE,"$13,750","$8,000","$12,000",Signed and Dated,"8.13"" x 6.00",2015,610,11/12/2015,"Ink ,ink wash and Conte pencil / Paper"
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/612_1.jpg,Eberhard Havekost,GRAS,-not sold-,"$50,000","$70,000",Signed and Titled,"70.88"" x 53.13",2002,612,11/12/2015,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/613_1.jpg,Inka Essenhigh,WORLD TRAVELER (HOTEL ROOM),-not sold-,"$18,000","$22,000",Signed and Titled,"80.00"" x 72.00",2004,613,11/12/2015,Oil / Linen
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/614_1.jpg,George Condo,GREEN UNCLE JOE,"$18,750","$20,000","$30,000",Signed and Dated,"50.00"" x 44.00",2006,614,11/12/2015,Silkscreen ink / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/615_1.jpg,Jenny Saville,SELF-PORTRAIT,-not sold-,"$100,000","$150,000",Signed on Reverse,"53.50"" x 48.00",1991,615,11/12/2015,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/621_1.jpg,Jake & Dinos Chapman,FUCK FACE I & MOSQUITO IN A BATH TUB [TWO WORKS],-not sold-,"$10,000","$15,000",Signed on Reverse,Dimensions not available,2000,621,11/12/2015,Watercolor over etching / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/622_1.jpg,Thomas Schutte,GROSSE KPFE,-not sold-,"$40,000","$60,000",Signed,"39.13"" x 27.50",1992,622,11/12/2015,Ink / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2015,http://www.askart.com/photos/2015/SNY20151112_93142/623_1.jpg,Enoc Perez,"SAS ROYAL HOTEL, COPENHAGEN",-not sold-,"$40,000","$60,000",Signed and Titled,"72.00"" x 50.00",2004,623,11/12/2015,Epoxy / Paper
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/1_1.jpg,Frank Stella,UNTITLED,"$1,210,000","$500,000","$700,000",Signed and Dated,"12.00"" x 12.00",1961,1,11/11/2015,Alkyd / Canvas
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/2_1.jpg,Mike Kelley,MEMORY WARE FLAT #29,"$3,070,000","$1,500,000","$2,000,000",Signed and Dated,"70.25"" x 46.50"" x 4.00",2001,2,11/11/2015,Mixed Media on Board
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/3_1.jpg,Rudolf Stingel,UNTITLED,"$3,550,000","$800,000","$1,200,000",Signed and Dated,"82.50"" x 66.75",2005,3,11/11/2015,Oil and Enamel / Canvas
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/4_1.jpg,Cy Twombly,UNTITLED,"$4,506,000","$2,000,000","$3,000,000",Signed and Dated,"27.50"" x 39.38",1970,4,11/11/2015,Oil and Wax Crayon / Paper
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/5_1.jpg,Alexander (Sandy) Calder,RED FLOWERS,"$4,506,000","$3,000,000","$4,000,000",Signed Monogram,"51.50"" x 43.00",1954,5,11/11/2015,Metal and Wire
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/6_1.jpg,Louise Bourgeois,SPIDER,-not sold-,"$4,000,000","$6,000,000",Signed Initials,"11.00"" x 30.50"" x 21.75",1994,6,11/11/2015,Steel and Marble
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/8_1.jpg,Lucio Fontana,"CONCETTO SPAZIALE, ATTESE","$16,154,000","$15,000,000","$20,000,000",Inscribed and Signed,"25.75"" x 78.75",1965,8,11/11/2015,Waterpaint / Canvas
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/9_1.jpg,Jackson Pollock,"NUMBER 17, 1949","$22,930,000","$20,000,000","$30,000,000",Signed and Dated,"22.25"" x 28.38",1949,9,11/11/2015,Enamel and Aluminum Paint on Paper mounted on Fiberboard
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/10_1.jpg,Christopher Wool,UNTITLED,"$3,890,000","$3,000,000","$4,000,000",Signed and Dated,"108.00"" x 72.00",2000,10,11/11/2015,Enamel / Canvas
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/11_1.jpg,Andy Warhol,MAO (Estimate Upon Request),"$47,514,000",n/a,n/a,Signed on Reverse,"82.00"" x 57.00",1972,11,11/11/2015,Acrylic and Silkscreen Ink / Canvas
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/12_1.jpg,Agnes Bernice Martin,UNTITLED #7,"$3,722,000","$2,500,000","$3,500,000",Signed and Dated,"72.00"" x 72.00",1991,12,11/11/2015,Acrylic and Graphite / Canvas
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/13_1.jpg,Ed Ruscha,VICTORY,"$3,310,000","$2,000,000","$3,000,000",Signed and Dated,"64.00"" x 64.00",1988,13,11/11/2015,Acrylic / Canvas
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/14_1.jpg,Lucio Fontana,CONCETTO SPAZIALE,"$8,986,000","$8,000,000","$12,000,000",Signed,"59.00"" x 78.75",1961,14,11/11/2015,Oil / Canvas
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/15_1.jpg,Frank Stella,PROMENADE DU SCEPTIQUE,"$5,402,000","$2,000,000","$3,000,000",Unavailable,"135.00"" x 135.00",1974,15,11/11/2015,Acrylic / Canvas
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/16_1.jpg,Cy Twombly,Two Parts,-not sold-,"$1,500,000","$2,000,000",Signed and Dated,Dimensions not available,1976,16,11/11/2015,Collage and Oil and Wax Crayon and Pencil and Tape / Paper
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/17_1.jpg,Kazuo Shiraga,CHIYUSEI BYOTAICHU,"$1,810,000","$1,500,000","$2,500,000",Signed and Dated,"63.25"" x 51.50",1962,17,11/11/2015,Oil / Canvas
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/18_1.jpg,Cy Twombly,UNTITLED (NEW YORK CITY) (Estimate Upon Request),"$70,530,000",n/a,n/a,Signed and Dated,"68.00"" x 90.00",1968,18,11/11/2015,Oil Based House Paint and Wax Crayon / Canvas
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/19_1.jpg,Willem de Kooning,SAGAMORE,-not sold-,"$3,000,000","$4,000,000",Signed,"22.50"" x 28.00",1955,19,11/11/2015,Oil and Enamel and Charcoal / Paper on board
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/20_1.jpg,Francis Bacon,PORTRAIT,"$15,650,000","$12,000,000","$18,000,000",Unavailable,"78.00"" x 55.75",1962,20,11/11/2015,Oil / Canvas
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/21_1.jpg,Roy Lichtenstein,VICKI! I -- I THOUGHT I HEARD YOUR VOICE!,"$7,194,000","$6,000,000","$9,000,000",Signed and Dated,"42.00"" x 42.00",1964,21,11/11/2015,Porcelain and Enamel on Steel
New York,Sotheby's New York,contemporary art evening auction 11/11/2015,http://www.askart.com/photos/2015/SNY20151111_93141/22_1.jpg,Jean-Michel Basquiat,HANNIBAL,-not sold-,"$8,000,000","$12,000,000",Unavailable,"60.00"" x 60.00",1982,22,11/11/2015,Acrylic and Oilstick and Paper Collage on Canvas mounted on tied Wooden Supports
