"","auction_house","city","idd","exhibition","artist","title","price","sold","avg_estimate","area","year_created","auction_lot","auction_date","rate_sold_before","avg_price_sold_before","num_artworks","avg_price_sold","num_artists","sale_rate","volatility_before","volatility","skew_before","skew","medium","artist_median_price","artist_volume","artist_lots_sold","lot_position","caliber"
"1197","Christie's New York Rockefeller Center","New York","0d044fab50644f9dbe71b26df48eb63c","first open post-war and contemporary art","Milton Resnick","COMPOSITION",0,0,11811,495.0625,1963,0.380645161290323,"03/11/2009",0.755102040816326,33813,2,33865,83,0.748031496062992,29923.6247037806,28003.5257413169,1.65102269014599,1.88596421952763,"oil / masonite",42658,32,0.727272727272727,"Medium","Major"
"1198","Christie's New York Rockefeller Center","New York","7830830686dd4395ac655e3c84d70942","first open post-war and contemporary art","Jules Olitski","TOTAL TREND",109252,1,25393,5785,1966,0.387096774193548,"03/11/2009",0.74,33813,1,33865,83,0.748031496062992,29923.6247037806,28003.5257413169,1.65102269014599,1.88596421952763,"acrylic / canvas",31275,89,0.801801801801802,"Medium","Major"
"1199","Christie's New York Rockefeller Center","New York","091efbfdc9514c9dbf624ffd963628eb","first open post-war and contemporary art","Milton Resnick","UNTITLED",66437,1,41338,3825,1960,0.393548387096774,"03/11/2009",0.745098039215686,35799,2,33865,83,0.748031496062992,31247.2478026293,28003.5257413169,1.47503685023492,1.88596421952763,"oil / canvas",42658,32,0.727272727272727,"Medium","Major"
"1200","Christie's New York Rockefeller Center","New York","4a79aa92b1b243f78b59f4112d45a79c","first open post-war and contemporary art","Jean Dubuffet","SITUATION XXIV",35433,1,20669,137.5,1978,0.419354838709677,"03/11/2009",0.763636363636364,38583,2,33865,83,0.748031496062992,31327.8733159376,28003.5257413169,1.25735352827156,1.88596421952763,"ink on paper collage / paper",233981,276,0.904918032786885,"Medium","Major"
"1201","Christie's New York Rockefeller Center","New York","467c95b2d99e4c9db76b19f3ab2e5406","first open post-war and contemporary art","James Brooks","LAZUL",56102,1,59055,4424,1966,0.509677419354839,"03/11/2009",0.797101449275362,38993,1,33865,83,0.748031496062992,29256.6249481271,28003.5257413169,1.2895008955577,1.88596421952763,"acrylic / canvas",21713,25,0.735294117647059,"Medium","Major"
"1202","Christie's New York Rockefeller Center","New York","58e1d816408d458ba709575e34965366","first open post-war and contemporary art","Paul Jenkins","PHENOMENA LAND IN SIGHT",22145,1,7086,3000,1976,0.529032258064516,"03/11/2009",0.805555555555556,39165,1,33865,83,0.748031496062992,28573.5699920099,28003.5257413169,1.29917005123974,1.88596421952763,"acrylic / canvas",22145,152,0.894117647058824,"Medium","Major"
"1203","Christie's New York Rockefeller Center","New York","e4699b66d9294201a581e64d0507448d","first open post-war and contemporary art","Wojcieck (Voy) Fangor","M62",26575,1,20669,576,1968,0.535483870967742,"03/11/2009",0.808219178082192,38876,1,33865,83,0.748031496062992,28391.3801775384,28003.5257413169,1.32548685030058,1.88596421952763,"acrylic / canvas",71191,34,0.85,"Medium","Major"
"1204","Christie's New York Rockefeller Center","New York","3f7b48dc176a49c39e31b3d23b079890","first open post-war and contemporary art 09/23/2009","James Brooks","Judy",23265,1,29082,1088,1970,0.314465408805031,"09/23/2009",0.878048780487805,75545,1,45282,90,0.824,174670.790904757,108248.08794821,5.48079735028174,8.77101007775918,"acrylic / canvas",21713,25,0.735294117647059,"Early","Major"
"1205","Christie's New York Rockefeller Center","New York","9d6c7190454446d58db373d1b9949ff2","first open post-war and contemporary art 09/23/2009","Richard Anuszkiewicz","Soft Yellow",29082,1,11632,1728,1976,0.320754716981132,"09/23/2009",0.880952380952381,74132,2,45282,90,0.824,172448.269423961,108248.08794821,5.56217178368836,8.77101007775918,"acrylic / canvas",38868,73,0.858823529411765,"Early","Major"
"1206","Christie's New York Rockefeller Center","New York","b560d14293f24ffe9248b0b8d46c4ff3","first open post-war and contemporary art 09/23/2009","Alexander (Sandy) Calder","Untitled",0,0,34898,355.9375,1954,0.440251572327044,"09/23/2009",0.885245901639344,62710,3,45282,90,0.824,146560.637154856,108248.08794821,6.43400943909541,8.77101007775918,"ink / paper",114052,793,0.916763005780347,"Medium","Major"
"1207","Christie's New York Rockefeller Center","New York","5bb8bf07e6124fdd9007e7a2b086be8d","first open post-war and contemporary art 09/23/2009","John Anthony Baldessari","Sketch for Fragment",0,0,29082,150.0625,1966,0.490566037735849,"09/23/2009",0.865671641791045,61567,1,45282,90,0.824,141894.626325501,108248.08794821,6.62150744162149,8.77101007775918,"acrylic / canvas",220798.5,32,0.8,"Medium","Major"
"1208","Christie's New York Rockefeller Center","New York","26cd356116764ef48b895364d4ec4b48","first open post-war and contemporary art 09/23/2009","Leon Golub","Untitled (Colossus Head)",43623,1,34898,5140.625,1962,0.855345911949686,"09/23/2009",0.792079207920792,52924,3,45282,90,0.824,121891.685889563,108248.08794821,7.75035364442903,8.77101007775918,"oil / canvas",31990,23,0.821428571428571,"Late","Major"
"1209","Christie's New York Rockefeller Center","New York","5e138dc2e2e749aa8c1a2711896d7a6f","first open post-war and contemporary art 09/23/2009","Leon Golub","Untitled (Colossus Head)",31990,1,34898,4670.625,1962,0.861635220125786,"09/23/2009",0.794117647058823,52809,3,45282,90,0.824,121140.149108198,108248.08794821,7.80046261105411,8.77101007775918,"oil / canvas",31990,23,0.821428571428571,"Late","Major"
"1210","Christie's New York Rockefeller Center","New York","efa86ef614994df2aa8355e9fa575739","first open post-war and contemporary art 09/23/2009","Al Held","Untitled",24719,1,11632,787.5,1960,0.89937106918239,"09/23/2009",0.805555555555556,50827,1,45282,90,0.824,117119.18883872,108248.08794821,8.07895756712326,8.77101007775918,"ink / paper",26982,27,0.9,"Late","Major"
"1211","Christie's New York Rockefeller Center","New York","17fb6758caa6400cb95faa9ffa35b3bc","first open post-war and contemporary art 09/23/2009","Milton Resnick","Composition",14541,1,9306,495.0625,1963,0.918238993710692,"09/23/2009",0.810810810810811,49924,2,45282,90,0.824,115226.488937609,108248.08794821,8.22078293664345,8.77101007775918,"oil / masonite",42658,32,0.727272727272727,"Late","Major"
"1212","Christie's New York Rockefeller Center","New York","2202d985a8214e3ea1980c14477ffa4e","post-war & contemporary day session 11/11/2009","Victor Vasarely","Ilile",0,0,58067,332.8544,1955,0.947552447552448,"11/11/2009",0.873417721518987,232024,3,215371,69,0.878612716763006,264738.890979428,256339.921188536,2.76859008466458,2.91481409593973,"acrylic / masonite",71544.5,130,0.828025477707006,"Late","Major"
"1213","Christie's New York Rockefeller Center","New York","90293e889b5f4f5bbb3e36a74e27cd28","post-war & contemporary day session 11/11/2009","Adolph Gottlieb","Orange Oval",46453,1,40646,448.4,1970,0.951048951048951,"11/11/2009",0.867924528301887,232024,6,215371,69,0.878612716763006,264738.890979428,256339.921188536,2.76859008466458,2.91481409593973,"acrylic / paper",205428,100,0.869565217391304,"Late","Major"
"1214","Christie's New York Rockefeller Center","New York","a742866da1194e5aacf79b93cf3fd2ed","post-war & contemporary day session 11/11/2009","Franz Josef Kline","Untitled",43550,1,69680,59.5,1956,0.954545454545455,"11/11/2009",0.86875,230689,3,215371,69,0.878612716763006,264130.324565125,256339.921188536,2.77917918029403,2.91481409593973,"ink / paper on board",202908,65,0.738636363636364,"Late","Major"
"1215","Christie's New York Rockefeller Center","New York","ea87c77bf9834cf38d9a5d3ad9abde58","post-war & contemporary day session 11/11/2009","Willem de Kooning","Pacemaker",93487,1,92907,360.375,1969,0.958041958041958,"11/11/2009",0.869565217391304,229352,2,215371,69,0.878612716763006,263534.925836468,256339.921188536,2.78954227230744,2.91481409593973,"oil on newsprint on / canvas",629396.5,210,0.734265734265734,"Late","Major"
"1216","Christie's New York Rockefeller Center","New York","40e3001b3f4f4281989190c3383edc1d","post-war & contemporary day session 11/11/2009","Gerhard Richter","Vermalung (braun)",58067,1,20323,171.36,1961,0.965034965034965,"11/11/2009",0.871165644171779,227077,3,215371,69,0.878612716763006,262198.608808559,256339.921188536,2.81267390956642,2.91481409593973,"oil / canvas",780570,201,0.897321428571429,"Late","Major"
"1217","Christie's New York Rockefeller Center","New York","12d8682275004377814e8e1ed48eaa91","post-war & contemporary day session 11/11/2009","William Bailey","Montisi",17420,1,17420,387,1977,0.979020979020979,"11/11/2009",0.874251497005988,222089,2,215371,69,0.878612716763006,259854.602963204,256339.921188536,2.85375811935366,2.91481409593973,"oil / canvas",36291,13,0.764705882352941,"Late","Major"
"1218","Christie's New York Rockefeller Center","New York","4433c6c19b854eb997c925a0292103c8","post-war & contemporary afternoon session 11/15/2012","Brice Marden","Untitled #4",47743,1,54563,238,1973,0.652173913043478,"11/15/2012",0.735294117647059,241386,4,209298,137,0.769565217391304,179324.822866217,226997.420807564,1.06724154121194,2.70546182699038,"ink / paper",301011.5,54,0.72,"Medium","Major"
"1219","Christie's New York Rockefeller Center","New York","9482c69b9458414989d446064c67b07d","post-war & contemporary afternoon session 11/15/2012","Franz Josef Kline","Untitled",100942,1,65476,90.085,1957,0.653673163418291,"11/15/2012",0.742857142857143,233938,1,209298,137,0.769565217391304,179123.026711322,226997.420807564,1.10663429495707,2.70546182699038,"ink / paper on board",202908,65,0.738636363636364,"Medium","Major"
"1220","Christie's New York Rockefeller Center","New York","e3810849ebc645f6a53d2d24d750158e","post-war and contemporary morning session 05/14/2014","Sam Lewis Francis","Untitled",85803,1,52802,636.1875,1978,0.857988165680473,"05/14/2014",0.873134328358209,418107,2,370824,73,0.865384615384615,538805.392405967,514616.594486602,2.59819684398315,2.80766402077853,"acrylic / paper",112172,288,0.778378378378378,"Late","Major"
"1221","Christie's New York Rockefeller Center","New York","f46d7fb664864e8bb278e2fa18ae395f","first open (post-war and contemporary art) 03/08/2013","Jules Olitski","Implications",93359,1,53965,5568,1966,0.336666666666667,"03/08/2013",0.716049382716049,96366,2,63461,180,0.781512605042017,135361.014723647,99732.5602756254,3.56521881115012,4.38914249633654,"acrylic / canvas",31275,89,0.801801801801802,"Medium","Major"
"1222","Christie's New York Rockefeller Center","New York","1dc9dc41ebbb49bab795ebbb5f4fe006","first open (post-war and contemporary art) 03/08/2013","Hans Hofmann","Summer Orgy",248779,1,188878,497.25,1963,0.35,"03/08/2013",0.726190476190476,93943,2,63461,180,0.781512605042017,132543.065973281,99732.5602756254,3.65699851436454,4.38914249633654,"oil / canvas",92413,156,0.816753926701571,"Medium","Major"
"1223","Christie's New York Rockefeller Center","New York","4431d7a51edb4212bb5b1c65465daa82","first open (post-war and contemporary art) 03/08/2013","Theodoros Stamos","Double Yellow Sunbox",64758,1,75551,3456,1966,0.353333333333333,"03/08/2013",0.729411764705882,96440,2,63461,180,0.781512605042017,132706.093869709,99732.5602756254,3.55283353666853,4.38914249633654,"oil / canvas",55031,92,0.814159292035398,"Medium","Major"
"1224","Christie's New York Rockefeller Center","New York","c01e27143dc040818d330a11d5ea5cee","first open (post-war and contemporary art) 03/08/2013","Paul Jenkins","Phenomena Palace Change",47219,1,43172,11532,1975,0.356666666666667,"03/08/2013",0.732558139534884,95937,1,63461,180,0.781512605042017,131699.769624603,99732.5602756254,3.58764068297092,4.38914249633654,"acrylic / canvas",22145,152,0.894117647058824,"Medium","Major"
"1225","Christie's New York Rockefeller Center","New York","882b9c1b8b944491a2ab0904795064e5","first open (post-war and contemporary art) 03/08/2013","Alfred Jensen","The Acroatic Rectangle; Per Seven",119263,1,53965,2660.08,1967,0.36,"03/08/2013",0.735632183908046,95176,1,63461,180,0.781512605042017,130786.674692508,99732.5602756254,3.62160502910713,4.38914249633654,"oil / canvas",61019.5,42,1,"Medium","Major"
"1226","Christie's New York Rockefeller Center","New York","d9c216033e2a49a99bdb1056d9b21f2c","first open (post-war and contemporary art) 03/08/2013","Frank Stella","Untitled",404199,1,232050,81,1961,0.37,"03/08/2013",0.744444444444444,105340,2,63461,180,0.781512605042017,141160.216706318,99732.5602756254,3.14348427031018,4.38914249633654,"oil / canvas",189843.5,148,0.86046511627907,"Medium","Major"
"1227","Christie's New York Rockefeller Center","New York","144052f6521a4b6db3ace5c822668964","first open (post-war and contemporary art) 03/08/2013","Adolph Gottlieb","Cave",196973,1,107930,720,1952,0.376666666666667,"03/08/2013",0.75,113815,1,63461,180,0.781512605042017,146339.243026932,99732.5602756254,2.76264773457014,4.38914249633654,"oil / canvas",205428,100,0.869565217391304,"Medium","Major"
"1228","Christie's New York Rockefeller Center","New York","b322208e37e34c01a784c23fbe550ef2","first open (post-war and contemporary art) 03/08/2013","Milton Resnick","Untitled",12822,1,16189,130.1025,1960,0.39,"03/08/2013",0.760416666666667,110914,1,63461,180,0.781512605042017,143725.830579198,99732.5602756254,2.80403817123823,4.38914249633654,"oil / paper on board",42658,32,0.727272727272727,"Medium","Major"
"1229","Christie's New York Rockefeller Center","New York","983bd5b5800a4582a5dad78c76083d1a","first open (post-war and contemporary art) 03/08/2013","Alfred Leslie","Untitled",32379,1,16189,85.5,1958,0.393333333333333,"03/08/2013",0.762886597938144,109589,1,63461,180,0.781512605042017,143136.572357445,99732.5602756254,2.82273185067386,4.38914249633654,"oil / board",30201,17,0.772727272727273,"Medium","Major"
"1230","Christie's New York Rockefeller Center","New York","8585b3f601a24b4189ca66a0a07e1ab7","post-war & contemporary art evening sale 11/12/2014","Philip Guston","Poised",5894881,1,3191597,5508,1978,0.0365853658536585,"11/12/2014",0.666666666666667,4377808,1,12098098,42,0.903614457831325,3330000,15465374.8348784,0,2.84323647473905,"oil / canvas",298001,80,0.776699029126214,"Early","Major"
"1231","Christie's New York Rockefeller Center","New York","8c9702c06f364183b9c922b878f8cf94","post-war & contemporary art evening sale 11/12/2014","Yayoi Kusama","White No. 28",7563022,1,1861765,2543.1875,1960,0.0975609756097561,"11/12/2014",0.875,7214682,1,12098098,42,0.903614457831325,3938104.21603169,15465374.8348784,0.382655719213467,2.84323647473905,"oil / canvas",146988.5,280,0.909090909090909,"Early","Major"
"1232","Christie's New York Rockefeller Center","New York","93cf4c75f40247709e7855eecf6b392f","post-war & contemporary art evening sale 11/12/2014","Andy Warhol","Four Marlons",74050387,1,0,5265,1966,0.121951219512195,"11/12/2014",0.9,16135890,11,12098098,42,0.903614457831325,23856819.3548175,15465374.8348784,2.37551865663111,2.84323647473905,"silkscreen ink / linen",280276,826,0.837728194726166,"Early","Major"
"1233","Christie's New York Rockefeller Center","New York","d4900d539dd24120af0f5a975f7f05db","post-war & contemporary morning session 05/11/2016","Elaine Fried de Kooning","Leo Castelli",78433,1,18301,1633.5,1954,0.311728395061728,"05/11/2016",0,0,1,300152,84,0.783625730994152,0,396725.803878452,0,2.37094176728632,"oil / canvas",2020,14,0.875,"Early","Major"
"1234","Christie's New York Rockefeller Center","New York","1a4a0210f1f644ea9764e57b92df619b","post-war & contemporary morning session 11/15/2012","Josef Albers","Homage to the Square",788441,1,654761,2304,1962,0.785915492957746,"11/15/2012",0.81021897810219,402959,4,335101,84,0.816326530612245,373600.523108459,345327.062673662,1.91050951818185,2.09273524815233,"oil / masonite",327504,119,0.901515151515151,"Late","Major"
"1235","Christie's New York Rockefeller Center","New York","b0edc5c0515b42158e3b36571dd6fb20","post-war & contemporary morning session 11/15/2012","Helen Frankenthaler","The Road to the Palace",395584,1,327380,7095,1970,0.788732394366197,"11/15/2012",0.811594202898551,406401,2,335101,84,0.816326530612245,373410.342944999,345327.062673662,1.87856489663995,2.09273524815233,"acrylic / canvas",449321,124,0.892086330935252,"Late","Major"
